,title,date,company,location,salary,description
2354,power bi developer,25 Jan 2021,Peoplebank Australia VIC,Melbourne,110000.0,"our client is a large it consultancy who has a requirement for a ,for their end client who is within the telecommunication industry. they currently have a 6 month contract on offer with a view to extend.,you will be working with data scientists to visualise data generated by computer vision applications for many different industry segments. they are currently at the testing a prototyping stage, quickly testing ideas and then soon moving towards productionising the solutions. there is plenty of scope for new ideas and we are looking for contributions from the whole team. you will also be working with ux designers to develop ways to present and visualise data as well as ui for managing and configuring the products., , ,if you are seeking the next step in your career, please apply now."
2355,power bi developer ,18 Jan 2021,Data Agility,Melbourne,110000.0,":,established in 2003, data agility is an expert analytics and information management firm. our purpose is to provide expertise to clients that enable them to improve performance and resolve business issues through the effective application of data.,:,we are currently looking for an experienced power bi developer with at least 5 years' experience to undertake a two to three week contract.,you will be working to redevelop an existing, custom-built dashboard into an interactive power bi solution. additions and changes will be required over the existing dashboard and as such design skills will be required. further, the power bi dashboard will be public facing and as such will need to be visually appealing and intuitive to use. ,the ideal candidate will have:,this is a client facing role, therefore you should be well presented and have outstanding communication skills. the ideal candidate will be someone who is comfortable working both as part of a team and autonomously.,the role will be conducted remotely."
2356,excel and power bi trainer,14 Feb 2021,Amz Consulting Pty Ltd,Brisbane,135000.0,"we are looking for an excel and power bi trainer in brisbane to deliver face-2-face training on a casual/contract basis. ,interested candidate should: ,this position is ideal for people:"
2357,power bi analyst,9 Feb 2021,Modis,Perth,135000.0,"to meet modis' continuously growing pipeline of work, we are looking for a ,to join our team., ,modis is a national professional services company with global capability. our committed and talented professionals have delivered world class it and business consulting services across a wide range of industries. as a member of global professional services group adecco, we offer world-class employment opportunities., , ,our people are the lifeblood of our business, and it is our people, irrefutably, who are our single biggest differentiator over other consulting organisations. at modis, you will work for a highly successful growing organisation that offers national consulting opportunities, and you will have the freedom to create your own success, as well as learning and development support in order to realise your potential. we invite you to apply below and learn more about the diverse range of opportunities at modis and what makes our workplace culture inspiring.,due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. once you click on the ""apply for this job"" button below, you will be directed to our online centre where you will have the opportunity to read and agree to our privacy and collection statements, and it will allow your details to be formally lodged and processed correctly.,""modis is an equal opportunity employer, committed to all forms of workforce inclusion. we actively invite and encourage applications by candidates from diverse backgrounds."", "
2358,data analyst - power bi,28 Jan 2021,WorkPac - Western Australia,Perth,135000.0,"in this role you will be responsible for the development of a user-friendly dashboard that can deliver specific mine/mine, panel/panel and operator/operator trended performance comparisons, that will guide improvement opportunities., , ,click on the “apply now”,for further enquiries, please contact  ,victor nezovic – recruitment coordinator,e: ,at workpac professional, we recognise we are strengthened by diversity. we are committed to providing a work environment in which everyone is included, treated fairly and with respect. we are an equal opportunity employer and we encourage applications from women and indigenous people."
2359,power bi developer,12 Feb 2021,GMT People,ACT,135000.0,"our government client seeks to engage an experienced ,to develop data visualisations including reports and dashboards that deliver insights and value to business users.  ,this role is in a commonwealth government environment where only australian citizens are eligible to work. applicants must have australian citizenship with a baseline level security clearance or higher to apply for this position.,please submit your cv  and our account manager, anu or one of our team members will contact you."
2360,power bi developer | immediate start,8 Feb 2021,FIRESOFT People,Sydney,135000.0," , highly regarded organisation seeks experienced power bi developer to join from their skilled team of professionals., , , my client is a major player in the microsoft bi market and is seeking motivated, professional consultants to join their knowledgeable team and service their formidable client base., , , , working with a government client, you will be a gun at creating visually appealing reports and dashboards, making that data pop! solid experience doing this with power bi is a must., , whilst we're looking for someone to fill an immediate position for an initial contract of 1-month, a permanent position will be available to the right person at the end of the term., , , , in order to be successful in this role, you will have:, ,this is fantastic opportunity to work within an already established, reputable organisation from anywhere in australia!, , if you fit the bill, click apply to get in touch with niki at firesoft people for further information on the role., "
2361,power bi developer,12 Feb 2021,Modis,ACT,135000.0,"one of our premium government clients based in canberra is looking for a power bi developer,the contract is for,where you will be given the opportunity to make a tangible contribution to the continued innovation and success of this client., ,the client is seeking the services of an experienced powerbi developer to help deliver strategic business transformations. the successful candidate(s) will bring demonstrated experience and understanding of data analysis and visualisation using powerbi. the candidate will be required to develop data visualisations including reports and dashboards that deliver insights and value to business users. the candidate will need to work with business users and technical colleagues to ensure that the artefacts delivered are correct and meet business expectations, , ,our client is looking for talented, committed, can-do individuals have always been the cornerstone of this dynamic business. if you have what it takes to thrive in this role and want to know more, please reach out to , on ,is a national professional services company with global capability. awarded 2019 microsoft partner of the year, our committed and talented professionals have delivered world class it and business consulting services across a wide range of industries. you can read more about us here [link removed].,due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. once you click on the ""apply for this job"" button below you will be directed to our online centre where you will have the opportunity to read and agree to our privacy and consent statements and it will allow your details to be formally lodged and processed correctly., "
2362,2 x data engineers ( power bi & cognos) - contract ,21 Jan 2021,The Recruitment Company,Sydney,135000.0,"respected utilities client seeks 2 x experienced talend developers (etl) for long term daily rate contracts.,the 2 x talend data engineers (etl) will be working on a key business transformation project interfacing with senior stakeholders – thus excellent communication and consulting skills are essential.,6 month contracts - strong possibility of extension , "
2363,power bi developer | immediate start,28 Jan 2021,FIRESOFT People,Sydney,135000.0," ,highly regarded organisation seeks experienced power bi developer to join from their skilled team of professionals., , ,my client is a major player in the microsoft bi market and is seeking motivated, professional consultants to join their knowledgeable team and service their formidable client base., ,working with a government client, you will be a gun at creating visually appealing reports and dashboards, making that data pop! solid experience doing this with power bi is a must.,whilst we're looking for someone to fill an immediate position for an initial contract of 1-month, a permanent position will be available to the right person at the end of the term., ,in order to be successful in this role, you will have:, ,this is fantastic opportunity to work within an already established, reputable organisation from anywhere in australia!, ,if you fit the bill, click apply to get in touch with niki at firesoft people for further information on the role."
2364,power bi analyst,17 Jan 2021,Goodwin Recruit,Adelaide,135000.0,"supporting an internal project team your skills will be utilised to construct various revenue and cost allocation models and visuals within power bi using dax.,construction of visuals to allow self service by key stakeholders will be an important requirement as will extracting data from sql databases., the following are essential qualifications and skills required,applications must be emailed direct to , quoting “bi analyst ref 954” . cv’s must be in word format only.,  , "
2365,power bi developer,1 Feb 2021,Robert Half Technology,Sydney,135000.0,"urgent requirement for a power bi developer to join a company based in the northern beaches., ,you will be part of a team moving the business reports / dashboards from microstrategy to power bi., ,skill set / experience needed -, , ,this is an immediate requirement that has a deadline to go-live at the end of october., ,the role will start as a 9 month fixed term contract, and will extend thereafter.,please send your resume by clicking on the apply button. your application will be assessed within 3 working days. please note only shortlisted candidates will be contacted.,learn more about our sydney recruitment services https://www.roberthalf.com.au/sydney, , "
2366,"data visualisation developers/data developers - power bi, dax, azure",19 Jan 2021,HiTech Personnel,Brisbane,135000.0,"one of australia’s most highly regarded federal government departments is seeking experienced ,who have a broad range of skills that can work across multiple technology stacks, and work with internal and external stakeholders/vendors to deliver outcomes for the department. you will be offered an initial 10 month contract with extension options at a rewarding hourly rate. ,to be successful in the position, the ,should have the following skills and experience;,this is a great opportunity for an experienced and highly talented ,to join a reputable organisation. the successful ,will be offered an ,. if you have the required skills, ,please forward your resume to , quoting ref number , today! for more opportunities go to , "
2367,power bi developer ,18 Jan 2021,Data Agility,Melbourne,135000.0,":,established in 2003, data agility is an expert analytics and information management firm. our purpose is to provide expertise to clients that enable them to improve performance and resolve business issues through the effective application of data.,:,we are currently looking for an experienced power bi developer with at least 5 years' experience to undertake a two to three week contract.,you will be working to redevelop an existing, custom-built dashboard into an interactive power bi solution. additions and changes will be required over the existing dashboard and as such design skills will be required. further, the power bi dashboard will be public facing and as such will need to be visually appealing and intuitive to use. ,the ideal candidate will have:,this is a client facing role, therefore you should be well presented and have outstanding communication skills. the ideal candidate will be someone who is comfortable working both as part of a team and autonomously.,the role will be conducted remotely."
2368,solutions architect - apps / azure / power bi ,20 Jan 2021,u&u. Recruitment Partners,Sydney,135000.0,"this nfp organisation has experienced a sharp demand in their services recently, creating a better future and offering essential services to the nsw community.,this role forms part of the architecture team and will help shape the maturing technology landscape as the organisation moves forward. you will take ownership of end to end solutions across apps, data and azure cloud infrastructure.,this role also takes ownership of a number of vendor partners, ensuring the solutions they provide are inline with architectural guidelines in the business.,you will need to have a background in the following areas:,for more information, please call , at u&u on, quoting reference number , alternatively, to submit an application, please click below. we look forward to receiving your application and assisting you with your job search."
2369,power bi developer - data visualisation developer – report developer ,15 Feb 2021,Technology Recruiting Solutions,Melbourne,180000.0,"exciting opportunity for an experienced power bi reports developer with an asx listed global organisation headquartered in the melbourne cbd, offering a competitive contract day rate, flexible working environment and a great company culture. as an experienced reports specialist within the team you will engage with, educate and influence internal business stakeholders to understand and prioritise requirements to develop data visualisations including reports and dashboards that deliver insights and value to business users. you will work in a collaborative team environment across the latest technology stack and be responsible for helping design and build fit for purpose reports to streamline the delivery of business insights. the perfect candidate will have a tertiary qualification in business systems, it or a related discipline with a passion for data and have proven experience using power bi to an advanced level, develop dax measures and build reports.,in order to be considered for this role, you must have: ,strong experience in data visualisation with power bi.,experience in dashboard development and data visualisation,cloud experience in one or more of azure/aws/gcp or snowflake environment ,expertise with modern data warehouse design patterns and tools,excellent communication and presentation skills,excellent stakeholder engagement skills,agile experience a bonus"
2370,excel and power bi trainer,14 Feb 2021,Amz Consulting Pty Ltd,Brisbane,175000.0,"we are looking for an excel and power bi trainer in brisbane to deliver face-2-face training on a casual/contract basis. ,interested candidate should: ,this position is ideal for people:"
2371,reporting business analyst - power bi - funds / super background,13 Feb 2021,ecareer employment services,Sydney,175000.0,"to be successful in securing this role, you will need to be able to demonstrate experience in the following areas:,our client offers the opportunity of working closely with the business, its a lively and dynamic environment and staff also benefit from significant staff discounts on products. , ,to apply for this role, please provide your resume in our preferred word or pdf format no larger than 1mb and quote job reference: 18699.,for any queries regarding this or other roles, please phone seon clarke on ,.,thank you for your interest and we will be in touch with those candidates ,that meet the position requirements and are an australian resident.,people from a diverse background are welcome to apply.,for a full listing of positions please visit , ,level 10, 50 margaret st, sydney nsw 2000,phone: "
2372,power bi analyst,9 Feb 2021,Modis,Perth,175000.0,"to meet modis' continuously growing pipeline of work, we are looking for a ,to join our team., ,modis is a national professional services company with global capability. our committed and talented professionals have delivered world class it and business consulting services across a wide range of industries. as a member of global professional services group adecco, we offer world-class employment opportunities., , ,our people are the lifeblood of our business, and it is our people, irrefutably, who are our single biggest differentiator over other consulting organisations. at modis, you will work for a highly successful growing organisation that offers national consulting opportunities, and you will have the freedom to create your own success, as well as learning and development support in order to realise your potential. we invite you to apply below and learn more about the diverse range of opportunities at modis and what makes our workplace culture inspiring.,due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. once you click on the ""apply for this job"" button below, you will be directed to our online centre where you will have the opportunity to read and agree to our privacy and collection statements, and it will allow your details to be formally lodged and processed correctly.,""modis is an equal opportunity employer, committed to all forms of workforce inclusion. we actively invite and encourage applications by candidates from diverse backgrounds."", "
2373,data analyst - power bi,28 Jan 2021,WorkPac - Western Australia,Perth,175000.0,"in this role you will be responsible for the development of a user-friendly dashboard that can deliver specific mine/mine, panel/panel and operator/operator trended performance comparisons, that will guide improvement opportunities., , ,click on the “apply now”,for further enquiries, please contact  ,victor nezovic – recruitment coordinator,e: ,at workpac professional, we recognise we are strengthened by diversity. we are committed to providing a work environment in which everyone is included, treated fairly and with respect. we are an equal opportunity employer and we encourage applications from women and indigenous people."
2374,power bi developer,12 Feb 2021,GMT People,ACT,175000.0,"our government client seeks to engage an experienced ,to develop data visualisations including reports and dashboards that deliver insights and value to business users.  ,this role is in a commonwealth government environment where only australian citizens are eligible to work. applicants must have australian citizenship with a baseline level security clearance or higher to apply for this position.,please submit your cv  and our account manager, anu or one of our team members will contact you."
2375,technical data business analyst - power bi,29 Jan 2021,Chandler Macleod Group,Melbourne,175000.0,"our client agl energy are on the lookout for a technical data business analyst. this is a contract role for an initial six months duration with a potential to extend and be based in melbourne cbd. the data & analytics centre of excellence at agl is aimed at achieving the ambition of being a truly data-driven organisation, with analytics as a business model. its a diverse team of data governance, data value, data scientists, data engineers, strategists, and change experts who collaborate with teams across and beyond agl to identify, validate, build and realize value from agl's data. , , at agl they have a passionate belief in progress for life - technological and human - and a relentless determination to make things better for our communities, the australian economy, and our planet. so why not join the agl family to be a part of this greater vision.,this is an opportunity where you as a technical data business analyst reporting to data engineering lead, can support the delivery of data initiatives. please read on to learn more about the role and how you can make a difference to the success of the team., , , to submit your cv please click apply now and follow the prompts"
2376,power bi developer,10 Feb 2021,Hays Information Technology,ACT,175000.0,"power bi - azure - sql - data visualisation - data reporting - data analytics, , , you will be working for a large federal government department., , , as the power bi developer you will contributing to the development of the departments and self-service reporting and data visualisation capability. you will be gathering requirements from various stakeholders and work shopping their requirements to ensure the analytics products developed meet their needs., , , , the chance to work on the latest microsoft azure tool sets as well as an initial 6 month hourly rate contract with 2 x 6 month extensions are on offer., , , if you're interested in this role, click 'apply now' to forward an up-to-date copy of your cv. call liam o'meara on , or email , for any questions relating to this role., , , lhs 297508"
2377,2 x data engineers ( power bi & cognos) - contract ,21 Jan 2021,The Recruitment Company,Sydney,175000.0,"respected utilities client seeks 2 x experienced talend developers (etl) for long term daily rate contracts.,the 2 x talend data engineers (etl) will be working on a key business transformation project interfacing with senior stakeholders – thus excellent communication and consulting skills are essential.,6 month contracts - strong possibility of extension , "
2378,power bi developer,12 Feb 2021,Modis,ACT,175000.0,"one of our premium government clients based in canberra is looking for a power bi developer,the contract is for,where you will be given the opportunity to make a tangible contribution to the continued innovation and success of this client., ,the client is seeking the services of an experienced powerbi developer to help deliver strategic business transformations. the successful candidate(s) will bring demonstrated experience and understanding of data analysis and visualisation using powerbi. the candidate will be required to develop data visualisations including reports and dashboards that deliver insights and value to business users. the candidate will need to work with business users and technical colleagues to ensure that the artefacts delivered are correct and meet business expectations, , ,our client is looking for talented, committed, can-do individuals have always been the cornerstone of this dynamic business. if you have what it takes to thrive in this role and want to know more, please reach out to , on ,is a national professional services company with global capability. awarded 2019 microsoft partner of the year, our committed and talented professionals have delivered world class it and business consulting services across a wide range of industries. you can read more about us here [link removed].,due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. once you click on the ""apply for this job"" button below you will be directed to our online centre where you will have the opportunity to read and agree to our privacy and consent statements and it will allow your details to be formally lodged and processed correctly., "
2379,power bi developer (azure devops),12 Feb 2021,Recruitment Hive,ACT,175000.0,"our client, a large federal government organisation, who provides advise to australia on budget / finance policy issues, trends in commonwealth revenue and taxation policy are seeking the experience of a , for a 6 + 6 + 6 month contract, based in parkes, act.,working in the information services branch (isb), the , will help deliver strategic business transformations. specific duties include but are not limited to:,to apply for this , contract opportunity please forward your resume to ben cousins at recruitment hive by clicking the ,button, or email your resume to info at recruitmenthive.com.au citing job id: 4431.  alternatively you may call ben on , (if you have a baseline security clearance or higher).,applications close 17/2/2021 however recruitment hive welcome late applicants to consider for future opportunities."
2380,power bi developer ,29 Jan 2021,Bluefin Resources Pty Limited,Sydney,175000.0,"bluefin resources are working with a prestigious nsw government enterprise to recruit a power bi developer.,purpose of the position:,the power bi developer will be working as part of the bw bi reporting team for the delivery of the cluster-wide reporting solution. this role will help the team manage business reporting requirements and convert them into effective bi data models and insightful power bi reports.,key responsibilities:,experience and knowledge:,desirable:, - this is a 6 month contract with the high chance of ongoing extensions, working from home initially - office location, cbd.,if you are interested in being considered for this role, please apply on-line with your latest cv or call lee bartlett on , for a further discussion.,important: by submitting your email address and any other personal information when you apply to a job, you consent to such information being collected, held, used and disclosed in accordance with our collections notice and privacy policy.,http://www.bluefinresources.com.au/privacy-policy"
2381,power bi specialist ,27 Jan 2021,Talent Street,Sydney,175000.0,"talent street is looking for ,with sap bw experience for a nsw govt project ,role: power bi specialist,start date: 11/01/2021,end date: 6 months + extension,hours: 8hrs/day 40hrs/week,location: parramatta (will have to work at multiple locations on need basis),the role will be required to develop dashboards by connecting sap data stores and non-sap data stores using power bi.,the resource in this role will: ,• work with business stakeholders to understand the business requirement, convert the business to data requirement and help provision the data for self-service or analytics and reporting,• provide sap data, data models and ,experience,• track record of successfully implementing multiple analytics projects (full life cycle) in ,• minimum 5 years’ experience in ,• able to integrate power bi reports into other applications using embedded analytics like power bi service (saas), or by api automation. also, one must be experienced in developing custom visuals for power bi.,• should have knowledge and skills for secondary tools such as microsoft azure, enterprise data warehouse, and oracle database,• strong in data engineering and data modelling concepts.,• good strong understanding of exposure to sap bi suite, sap bw and sap hana, its architecture and deployment strategies.,if the above role sounds like you please write to "
2382,"data visualisation developers/data developers - power bi, dax, azure",19 Jan 2021,HiTech Personnel,Brisbane,175000.0,"one of australia’s most highly regarded federal government departments is seeking experienced ,who have a broad range of skills that can work across multiple technology stacks, and work with internal and external stakeholders/vendors to deliver outcomes for the department. you will be offered an initial 10 month contract with extension options at a rewarding hourly rate. ,to be successful in the position, the ,should have the following skills and experience;,this is a great opportunity for an experienced and highly talented ,to join a reputable organisation. the successful ,will be offered an ,. if you have the required skills, ,please forward your resume to , quoting ref number , today! for more opportunities go to , "
2383,"data visualisation developers/data developers - power bi, dax, azure",19 Jan 2021,HiTech Personnel,ACT,175000.0,"one of australia’s most highly regarded federal government departments is seeking experienced ,who have a broad range of skills that can work across multiple technology stacks, and work with internal and external stakeholders/vendors to deliver outcomes for the department. you will be offered an initial 10 month contract with extension options at a rewarding hourly rate. ,to be successful in the position, the ,should have the following skills and experience,this is a great opportunity for an experienced and highly talented ,to join a reputable organisation. the successful ,will be offered an ,. if you have the required skills, ,please forward your resume to , quoting ref number , today! for more opportunities go to , "
2384,power bi visualization engineer,22 Jan 2021,FinXL IT Professional Services,Sydney,175000.0,"our client, a large sydney cbd based financial services organisation is looking for a power bi visualization engineer.,* power bi visualization background,* strong experience in dashboard creation,* background in developing data tables,* strong accounting, financial services background,* ability to extract financial data including budget analysis, data tables, p & l, balance sheets, reconciliation, accounts payable, general ledger, work orders, facilities management, and staff kpis,* strong background in reporting,* experience in developing, training and mentoring staff in power bi,* strong background in ensuring data integrity and data quality,* experience in mri real estate software would be an advantage,this is a 12 months + engagement with a high profile organisation.,if you would like to be considered, please send applications or contact jackie gibbons on , to discuss further or apply on line.,finxl it professional services is an established, innovative australian company, providing technology enabled business solutions and consulting services across a number of industries. these include; government, telecommunications, commercial and finance. we currently have more than 1200 consultants assisting our clients across australia and are continuing to grow at a rapid pace. through the delivery of services and implementation of new systems, processes and technology, we assist our clients to gain competitive advantage and reach new heights."
2385,power bi developer ,18 Jan 2021,Data Agility,Melbourne,175000.0,":,established in 2003, data agility is an expert analytics and information management firm. our purpose is to provide expertise to clients that enable them to improve performance and resolve business issues through the effective application of data.,:,we are currently looking for an experienced power bi developer with at least 5 years' experience to undertake a two to three week contract.,you will be working to redevelop an existing, custom-built dashboard into an interactive power bi solution. additions and changes will be required over the existing dashboard and as such design skills will be required. further, the power bi dashboard will be public facing and as such will need to be visually appealing and intuitive to use. ,the ideal candidate will have:,this is a client facing role, therefore you should be well presented and have outstanding communication skills. the ideal candidate will be someone who is comfortable working both as part of a team and autonomously.,the role will be conducted remotely."
2386,power bi developer,27 Jan 2021,M&T Resources,ACT,175000.0,"a large commercial client based in canberra is seeking a ,to develop reports to meet specified business requirements, develop sql scripts (where required) to curate transactional datasets from systems and data from other sources, present concise data visualisation products to business and management, and more., ,applicants must be ,and willing to undergo security clearance process if successful in receiving an offer.,alternatively, let samata know you are interested,phone: ,email: ,get in touch if you know someone suitable for this role and you could be eligible for our generous referral bonus.,download our talent insights & salary guide https://www.mtr.com.au/talent-insights-salary-guide-2020/"
2387,solutions architect - apps / azure / power bi ,20 Jan 2021,u&u. Recruitment Partners,Sydney,175000.0,"this nfp organisation has experienced a sharp demand in their services recently, creating a better future and offering essential services to the nsw community.,this role forms part of the architecture team and will help shape the maturing technology landscape as the organisation moves forward. you will take ownership of end to end solutions across apps, data and azure cloud infrastructure.,this role also takes ownership of a number of vendor partners, ensuring the solutions they provide are inline with architectural guidelines in the business.,you will need to have a background in the following areas:,for more information, please call , at u&u on, quoting reference number , alternatively, to submit an application, please click below. we look forward to receiving your application and assisting you with your job search."
2388,technical data business analyst - power bi,29 Jan 2021,Chandler Macleod Group,Melbourne,220000.0,"our client agl energy are on the lookout for a technical data business analyst. this is a contract role for an initial six months duration with a potential to extend and be based in melbourne cbd. the data & analytics centre of excellence at agl is aimed at achieving the ambition of being a truly data-driven organisation, with analytics as a business model. its a diverse team of data governance, data value, data scientists, data engineers, strategists, and change experts who collaborate with teams across and beyond agl to identify, validate, build and realize value from agl's data. , , at agl they have a passionate belief in progress for life - technological and human - and a relentless determination to make things better for our communities, the australian economy, and our planet. so why not join the agl family to be a part of this greater vision.,this is an opportunity where you as a technical data business analyst reporting to data engineering lead, can support the delivery of data initiatives. please read on to learn more about the role and how you can make a difference to the success of the team., , , to submit your cv please click apply now and follow the prompts"
2389,power bi developer,10 Feb 2021,Hays Information Technology,ACT,220000.0,"power bi - azure - sql - data visualisation - data reporting - data analytics, , , you will be working for a large federal government department., , , as the power bi developer you will contributing to the development of the departments and self-service reporting and data visualisation capability. you will be gathering requirements from various stakeholders and work shopping their requirements to ensure the analytics products developed meet their needs., , , , the chance to work on the latest microsoft azure tool sets as well as an initial 6 month hourly rate contract with 2 x 6 month extensions are on offer., , , if you're interested in this role, click 'apply now' to forward an up-to-date copy of your cv. call liam o'meara on , or email , for any questions relating to this role., , , lhs 297508"
2390,power bi developer ,29 Jan 2021,Bluefin Resources Pty Limited,Sydney,220000.0,"bluefin resources are working with a prestigious nsw government enterprise to recruit a power bi developer.,purpose of the position:,the power bi developer will be working as part of the bw bi reporting team for the delivery of the cluster-wide reporting solution. this role will help the team manage business reporting requirements and convert them into effective bi data models and insightful power bi reports.,key responsibilities:,experience and knowledge:,desirable:, - this is a 6 month contract with the high chance of ongoing extensions, working from home initially - office location, cbd.,if you are interested in being considered for this role, please apply on-line with your latest cv or call lee bartlett on , for a further discussion.,important: by submitting your email address and any other personal information when you apply to a job, you consent to such information being collected, held, used and disclosed in accordance with our collections notice and privacy policy.,http://www.bluefinresources.com.au/privacy-policy"
2391,"data visualisation developers/data developers - power bi, dax, azure",19 Jan 2021,HiTech Personnel,Brisbane,220000.0,"one of australia’s most highly regarded federal government departments is seeking experienced ,who have a broad range of skills that can work across multiple technology stacks, and work with internal and external stakeholders/vendors to deliver outcomes for the department. you will be offered an initial 10 month contract with extension options at a rewarding hourly rate. ,to be successful in the position, the ,should have the following skills and experience;,this is a great opportunity for an experienced and highly talented ,to join a reputable organisation. the successful ,will be offered an ,. if you have the required skills, ,please forward your resume to , quoting ref number , today! for more opportunities go to , "
2392,"data visualisation developers/data developers - power bi, dax, azure",19 Jan 2021,HiTech Personnel,ACT,220000.0,"one of australia’s most highly regarded federal government departments is seeking experienced ,who have a broad range of skills that can work across multiple technology stacks, and work with internal and external stakeholders/vendors to deliver outcomes for the department. you will be offered an initial 10 month contract with extension options at a rewarding hourly rate. ,to be successful in the position, the ,should have the following skills and experience,this is a great opportunity for an experienced and highly talented ,to join a reputable organisation. the successful ,will be offered an ,. if you have the required skills, ,please forward your resume to , quoting ref number , today! for more opportunities go to , "
2393,mdm/big data consultant,11 Feb 2021,Dipole Group,Sydney,104999.5,"about the engagement:, ,if you would like to express interest in role, please click on the apply button now. due to a high number of applicants, only shortlisted candidates will be contacted for a further discussion within 3-5 business days. we thank you for taking interest in this opportunity with us., "
2394,data strategist/ data consultant - award winning fintech,25 Jan 2021,The Recruitment Company,Sydney,135000.0,"are you data strategy consultant / data strategist looking for a job that and gives you the freedom to lead data-driven projects?,award winning fintech organization seeks an experienced data consultant/data strategist to evolve/drive the data strategy for the business., ,you will leverage and uplift existing analytics platforms to enhance decision making.,unique and interesting role – mix of consulting (data analytics, ml/ai) and project management. this is a high-profile role which will see you managing projects on both an anz and global scale. this is an excellent opportunity to own innovation projects and has the autonomy to try something new!,• 2+ years in the finance industry preferred,• proven track record demonstrating ability to collaborate on large scale business projects delivering tangible outcomes,• sound commercial acumen; understanding how technologies can be embedded in a business context,• conceptual understanding of ai/ml technologies; demonstrated experience highly desirable,• technical skills (preferred):,o data modelling /statistical analysis,o power bi / business objects,o r/python,o experience with gcp / aws / azure,o experience with gmp or similar,this is a unique opportunity to really grow your career and work on some huge projects.,to be considered please click apply or for more information please text anna-maria on ,., , , "
2395,data strategist/ data consultant - award winning fintech,25 Jan 2021,The Recruitment Company,Sydney,175000.0,"are you data strategy consultant / data strategist looking for a job that and gives you the freedom to lead data-driven projects?,award winning fintech organization seeks an experienced data consultant/data strategist to evolve/drive the data strategy for the business., ,you will leverage and uplift existing analytics platforms to enhance decision making.,unique and interesting role – mix of consulting (data analytics, ml/ai) and project management. this is a high-profile role which will see you managing projects on both an anz and global scale. this is an excellent opportunity to own innovation projects and has the autonomy to try something new!,• 2+ years in the finance industry preferred,• proven track record demonstrating ability to collaborate on large scale business projects delivering tangible outcomes,• sound commercial acumen; understanding how technologies can be embedded in a business context,• conceptual understanding of ai/ml technologies; demonstrated experience highly desirable,• technical skills (preferred):,o data modelling /statistical analysis,o power bi / business objects,o r/python,o experience with gcp / aws / azure,o experience with gmp or similar,this is a unique opportunity to really grow your career and work on some huge projects.,to be considered please click apply or for more information please text anna-maria on ,., , , "
2396,pn267 - project manager data visualisation,8 Feb 2021,"Department of Agriculture, Water and the Environment",Northern QLD,87052.0,"we are seeking an experienced, outcomes-focused data visualisation specialist to join our science for management section. the position is responsible for supporting the authority’s work in relation to the use of science and management data in looking after the great barrier reef. this includes providing high quality: project management; data visualisation services and technical advice; design and development of digital tools, systems and processes for data management, analysis and visualisation; preparation of information and reporting products; and contribution to communication and engagement activities.,you will work closely with authority staff, management partners and stakeholders to scope, design and develop digital tools and products that contribute to understanding of the health and resilience of the reef and the effectiveness of management actions. the position assists the science for management section and the authority in delivering high quality outcomes for important initiatives such as the reef 2050 integrated monitoring and reporting program and the eye on the reef program. it also contributes to other key programs of the science for management section., ,the suitable candidate will be agile and adaptive in the way they work, open to change and willing to explore innovative ways of working. when you work for us, you understand that leadership exists at all levels and you display this at all times. you work collaboratively to deliver results and display the personal drive and integrity expected of an aps employee., , ,as an aps employee you may be reassigned to a different set of duties at the same classification level at the discretion of the agency head (ceo), taking account of operational requirements in the agency., ,applicants ,:, ,1. practical knowledge, skills and experience in:,2. strong awareness of what makes a good data visualisation and the importance of human-centred design.,3. some understanding of web development environments and modern programming language/s relevant to data mining, analysis, visualisation and reporting , , , ,the full position description can be found at ,your application must include;,1. a completed ,,,2. your ‘pitch’ (as described above),,3. proof of australian citizenship,,4. a current curriculum vitae (resume) that includes,applications should be emailed to ,, with the subject line of ‘pn267 – project manager data visualisation’."
